world_x,world_y,height,monster_type
2080.9,51.9,178,M01
2064.2,53.3,325,M01
2068.1,50.5,306,M02
1693.5,52.8,50,M01
1692.5,38.1,100,M03
1609.7,56.7,491,M01
1617.8,47.6,264,M05
2032.5,60.5,167,M01
1866.4,64.6,878,M01
1845.0,68.4,1531,M01
1854.5,68.8,1198,M02
2101.7,65.5,260,M01
2106.5,89.8,83,M01
2115.5,83.6,39,M03
1993.8,67.4,308,M01
1991.9,73.1,373,M02
1731.4,74.6,345,M01
1771.3,77.4,633,M01
1710.7,81.2,449,M01
1660.8,81.2,157,M01
1583.7,81.2,358,M01
2071.9,88.4,226,M01
1782.0,107.3,510,M01
1634.3,121.1,25,M01
2022.2,127.5,536,M01
2003.2,147.6,425,M01
1769.8,134.7,83,M01
1694.9,134.7,134,M01
1795.8,136.6,175,M01
1605.9,145.2,179,M01
1609.3,146.6,148,M02
1979.1,153.8,434,M01
1728.1,158.3,636,M01
2033.0,160.7,244,M01
2043.0,177.9,93,M03
1647.2,171.7,509,M01
1627.2,175.0,288,M01
1643.9,186.5,216,M03
1756.0,176.4,297,M01
1774.6,163.6,603,M05
1965.0,176.9,54,M01
1704.5,177.4,320,M01
1994.8,185.5,136,M01
1802.5,200.1,281,M01
1779.4,203.9,135,M01
1777.5,204.8,146,M03
1899.6,206.7,145,M01
1896.3,202.4,159,M02
1689.2,216.7,62,M01
1663.7,217.2,297,M01
1850.7,222.2,379,M01
1860.7,239.4,118,M01
1829.5,224.2,347,M01
1654.3,242.8,29,M01
1638.1,228.0,370,M02
1635.7,218.9,448,M03
1748.1,251.1,199,M01
1742.9,256.8,195,M02
1900.1,253.5,387,M01
1894.8,273.5,93,M01
1678.5,258.3,10,M01
1810.1,271.2,96,M01
1774.1,289.1,285,M01
1678.5,289.1,607,M01
1659.8,299.5,196,M01
1659.4,297.2,296,M03
1739.5,295.2,69,M01
1721.4,311.0,107,M03
1852.1,310.5,75,M01
1856.4,292.9,167,M01
1807.8,324.1,295,M01
1809.7,330.8,185,M02
1785.8,348.2,287,M01
1791.1,370.2,114,M01
1720.9,350.1,614,M01
1743.3,357.3,315,M01
1742.9,373.0,33,M03
1813.7,351.1,98,M01
1839.0,362.5,15,M01
1819.0,374.0,8,M01
1636.7,441.5,515,M01
1654.8,448.7,53,M01
2403.5,670.8,27,M01
2378.2,679.3,28,M01
2416.6,691.0,39,M01
2419.0,716.3,80,M01
2409.0,777.9,39,M01
2410.4,756.4,43,M01
2428.5,767.4,20,M01
2049.7,784.3,8,M01
2359.3,788.1,58,M01
2367.0,786.7,38,M02
2213.6,796.7,144,M01
2199.3,781.9,27,M01
2190.2,788.1,35,M03
2145.3,811.0,196,M01
2153.9,791.5,105,M01
2137.2,792.0,194,M05
2395.4,818.9,172,M01
2022.2,819.4,83,M01
1488.1,833.7,26,M01
1497.1,815.1,5,M01
1479.5,818.5,21,M01
2033.5,840.9,230,M01
1508.4,852.6,12,M01
1950.2,867.8,73,M01
1956.4,852.6,47,M01
1917.5,880.5,181,M01
1876.2,891.4,53,M01
1900.6,891.9,85,M01
1924.7,908.9,232,M01
1886.3,922.2,117,M01
1807.8,924.6,41,M01
2433.3,0.6,279,M01
2418.0,22.6,24,M03
2399.2,2.1,224,M01
2403.0,13.0,28,M02
2383.4,16.4,9,M03
2367.4,6.3,155,M01
2365.5,20.2,3,M06
2143.9,12.5,173,M01
2153.9,8.2,107,M03
2125.3,42.8,224,M01
2138.2,55.7,104,M02
2052.1,68.8,170,M01
2091.4,96.3,88,M01
2066.1,111.1,342,M02
2057.3,148.0,78,M01
2053.5,144.7,142,M03
2014.1,198.2,152,M01
2030.3,210.5,13,M01
2009.4,215.3,295,M03
1994.3,221.3,273,M01
1978.1,222.7,603,M03
1931.3,240.4,267,M01
1946.4,244.2,137,M01
1963.1,244.7,114,M01
1935.6,255.9,438,M01
1925.6,268.8,167,M01
1939.7,277.3,69,M01
1954.5,271.6,195,M03
1992.9,278.8,25,M01
1982.9,254.0,420,M01
1910.4,282.4,191,M01
1930.4,305.7,12,M01
1910.8,311.5,18,M03
1977.2,295.7,143,M01
1996.2,301.0,129,M01
1898.6,301.9,56,M01
1866.0,326.5,132,M01
1871.2,320.3,150,M05
1767.0,360.6,168,M01
1762.7,349.6,392,M02
1773.6,357.3,179,M03
1720.9,380.4,125,M01
1727.1,401.9,45,M01
1705.4,403.3,54,M01
1703.5,387.1,112,M03
1644.3,413.1,362,M01
1687.8,417.9,28,M01
1700.2,454.4,92,M01
1715.9,450.1,94,M01
1706.4,479.0,98,M01
1702.5,481.8,89,M03
1643.9,498.0,49,M01
1657.5,505.9,88,M01
1670.8,525.9,42,M01
1673.7,520.2,62,M03
1668.9,509.7,83,M05
1726.6,514.0,51,M01
1712.6,524.0,36,M01
1687.8,525.9,2,M01
1741.4,542.9,109,M01
1679.4,550.0,97,M01
1754.1,558.2,14,M01
1719.5,569.4,12,M01
1725.2,585.1,28,M01
1748.6,588.9,53,M01
1742.9,609.2,23,M01
1720.9,615.4,42,M01
1739.0,599.2,48,M03
1678.5,610.6,102,M01
1657.9,619.7,11,M02
1657.0,639.5,54,M01
1678.0,648.1,100,M01
1664.6,640.5,74,M03
1743.8,649.5,57,M01
1719.5,652.4,4,M01
1738.1,650.0,45,M03
1656.5,665.5,33,M01
1689.2,666.9,13,M01
1694.0,685.5,11,M01
1695.9,660.8,9,M03
1723.8,679.3,38,M01
1664.6,690.1,30,M01
1551.5,707.3,5,M01
1532.9,709.6,5,M05
1611.2,708.7,120,M01
1595.0,710.6,61,M01
1513.6,709.6,5,M01
1711.1,712.0,63,M01
1689.2,715.4,49,M01
1690.2,716.8,51,M03
1651.5,719.9,62,M01
1627.6,736.1,37,M01
1701.6,728.5,10,M01
1716.4,729.5,19,M01
1724.3,745.7,35,M01
1515.0,747.1,5,M01
1539.1,747.6,5,M01
2389.6,750.7,12,M01
2378.2,764.5,45,M01
2376.8,760.7,44,M03
2393.9,779.8,49,M05
2370.8,751.2,29,M01
2351.7,768.3,23,M01
1555.3,752.6,13,M01
1550.6,769.3,30,M03
1705.4,753.1,28,M01
1574.7,753.1,22,M01
1579.4,767.4,43,M01
1755.5,753.6,5,M01
1764.6,774.1,45,M01
1596.4,754.5,44,M01
1457.3,759.8,5,M01
1464.0,779.8,3,M01
1662.2,764.5,27,M01
1676.1,778.8,37,M01
2325.7,765.0,22,M01
2336.2,776.9,31,M01
2007.9,768.8,32,M01
2023.7,773.1,34,M01
2015.6,756.4,35,M01
2008.9,760.7,30,M03
1522.7,774.1,3,M01
1528.4,751.6,4,M02
2123.6,776.4,350,M01
2116.0,762.6,168,M01
2095.0,757.8,123,M03
2104.1,780.3,369,M06
2262.7,779.8,260,M01
1626.2,783.4,20,M01
1649.1,811.0,28,M01
1634.8,810.1,13,M03
2231.0,783.9,44,M01
1963.5,783.9,3,M01
1953.5,806.3,25,M01
1989.1,784.3,103,M01
1970.0,790.5,17,M03
1605.5,784.8,32,M01
1617.8,806.3,34,M01
1596.4,795.3,26,M02
1600.2,811.5,10,M03
1591.4,790.1,34,M01
1577.1,788.6,10,M03
2184.7,795.3,125,M01
2179.5,781.9,23,M01
2170.4,793.9,210,M02
1517.4,797.2,25,M01
1510.3,809.6,9,M03
1497.1,799.1,19,M01
1716.9,799.6,34,M01
2025.1,802.0,104,M01
1769.8,810.6,132,M01
1765.5,805.3,90,M03
1586.6,817.5,21,M01
1568.5,822.3,18,M01
1592.8,841.8,17,M01
1814.2,819.9,9,M01
1814.2,819.4,9,M03
1994.3,820.4,202,M01
1980.0,820.8,147,M02
1450.6,820.4,7,M01
1793.4,821.8,95,M01
1528.4,822.3,28,M01
1507.9,830.8,7,M02
1548.2,824.2,52,M01
2255.6,827.5,97,M01
1714.5,827.5,63,M01
1693.0,831.8,15,M01
2331.4,828.0,203,M01
2198.3,828.5,253,M01
2189.7,815.6,172,M02
2191.6,832.3,297,M03
1933.2,829.9,268,M01
1928.0,828.9,201,M03
1676.5,832.3,37,M01
1685.6,841.8,73,M03
2234.8,834.2,58,M01
2222.9,823.2,52,M02
2243.9,839.0,58,M03
2366.0,835.1,545,M01
2344.1,815.1,61,M02
2353.6,841.3,614,M03
2372.7,820.4,187,M03
2409.0,835.6,725,M01
1670.8,849.2,36,M01
1656.5,870.7,47,M01
1664.6,872.1,77,M03
1463.0,849.7,51,M01
1448.2,862.1,24,M01
1619.3,850.2,46,M01
2114.6,850.7,164,M01
2391.1,853.0,174,M01
2397.8,867.3,180,M01
2320.5,853.5,136,M01
2329.0,866.9,651,M03
2233.4,854.0,58,M01
1803.9,855.4,175,M01
1713.0,855.4,111,M01
1696.8,867.8,91,M01
2162.3,855.9,68,M01
2158.0,855.9,92,M02
2268.4,857.3,98,M01
2251.3,865.4,169,M01
1771.3,857.3,15,M01
1767.4,863.5,15,M03
1573.2,858.8,17,M01
2365.5,859.2,329,M01
2078.5,860.2,120,M01
1730.5,861.6,86,M01
2210.2,863.5,78,M01
2213.6,868.8,117,M03
2127.7,865.0,293,M01
2284.9,877.1,24,M01
2305.9,877.6,314,M01
2295.4,889.5,379,M01
2308.8,891.9,637,M03
2190.2,877.1,13,M01
1824.7,879.0,60,M01
1830.9,894.8,51,M01
1861.7,879.5,7,M01
2137.7,881.0,71,M01
2151.5,896.7,113,M01
2146.3,877.6,72,M05
1768.9,881.0,4,M01
1809.7,881.9,179,M01
1688.7,882.4,34,M01
1701.6,895.3,126,M01
2251.8,883.3,277,M01
2050.2,889.5,196,M01
2057.8,892.9,197,M02
1740.0,894.8,79,M01
1722.4,877.1,11,M03
1618.8,895.3,81,M01
1668.4,897.6,130,M01
1502.6,899.1,14,M01
2238.6,905.3,253,M01
1558.7,906.5,24,M01
1589.5,909.3,9,M01
1574.2,934.1,10,M01
1693.5,913.2,40,M01
2059.7,913.6,50,M01
2305.9,914.6,196,M01
2304.0,934.6,323,M01
2102.6,917.5,292,M01
1634.8,917.5,53,M01
2170.4,920.3,87,M01
1501.2,922.7,15,M01
1526.5,926.5,52,M01
2231.0,923.7,12,M01
1729.5,924.6,34,M01
1666.1,927.5,114,M01
2190.7,928.9,114,M01
1618.3,928.9,101,M01
1620.7,919.8,96,M05
2128.7,932.2,194,M01
2261.8,1.6,203,M01
2315.2,13.5,197,M01
2191.2,14.4,94,M01
2214.0,20.6,33,M01
2303.0,30.2,32,M01
2302.1,18.7,117,M03
2322.8,32.3,84,M01
2246.3,35.7,52,M01
2231.0,44.7,69,M01
2164.7,41.4,147,M01
2402.0,48.6,5,M01
2385.8,59.0,4,M01
2418.5,55.2,9,M01
2258.0,63.1,15,M01
2270.8,83.2,6,M01
2204.5,63.6,69,M01
2193.1,88.9,109,M03
2186.6,65.5,22,M01
2166.6,69.3,130,M01
2354.1,69.3,29,M01
2400.6,69.8,40,M01
2385.8,86.5,19,M01
2385.4,89.8,16,M03
2298.3,71.7,47,M01
2294.9,86.5,45,M03
2326.2,75.5,89,M01
2336.7,84.6,48,M03
2424.2,80.3,24,M01
2409.5,90.3,6,M01
2245.3,82.7,13,M01
2223.8,84.6,48,M01
2138.7,91.7,67,M01
2177.1,95.3,23,M01
2169.4,110.1,66,M01
2364.6,96.8,7,M01
2232.4,98.2,18,M01
2246.3,102.0,12,M01
2234.3,118.7,7,M01
2119.3,98.7,28,M01
2431.9,103.9,29,M01
2411.8,111.1,11,M01
2380.1,108.7,2,M01
2208.8,109.6,35,M01
2329.0,128.0,4,M01
2319.0,140.4,14,M01
2346.0,128.5,12,M01
2351.2,152.8,13,M01
2368.4,125.2,1,M03
2280.4,131.4,3,M01
2253.2,133.3,46,M01
2100.3,132.8,59,M01
2121.7,144.7,23,M01
2081.4,142.8,89,M01
2236.7,149.0,8,M01
2141.0,151.4,70,M01
2367.0,156.4,20,M01
2427.1,164.5,69,M01
2117.9,167.8,64,M01
2385.8,175.0,72,M01
2334.3,178.3,21,M01
2212.6,178.3,14,M01
2136.3,178.3,118,M01
2139.6,178.3,103,M03
2242.9,181.2,29,M01
2234.8,164.0,29,M03
2268.4,182.2,17,M01
2054.9,192.0,100,M01
2045.4,202.9,86,M01
2058.7,215.3,16,M01
2214.5,198.6,14,M01
2285.4,199.1,43,M01
2311.6,207.7,20,M01
2328.6,200.1,38,M01
2341.9,192.0,13,M03
2379.1,207.2,46,M01
2154.4,212.0,11,M01
2424.2,214.8,9,M01
2436.2,213.9,5,M03
2260.3,217.2,45,M01
2123.6,217.7,1,M01
2086.2,217.7,13,M01
2017.9,218.9,207,M01
2109.3,224.6,101,M01
2362.7,226.5,12,M01
2281.6,228.9,86,M01
2304.0,238.0,27,M03
2226.2,228.9,30,M01
2240.5,227.0,19,M03
2250.8,230.8,61,M01
2273.7,232.3,44,M03
2146.3,232.7,15,M01
2135.8,243.7,35,M01
2430.0,233.2,4,M01
2415.2,246.6,83,M01
2085.2,234.2,56,M01
2067.6,236.6,88,M01
2205.9,242.3,16,M01
2181.4,242.8,8,M01
2313.8,245.6,67,M01
2032.5,247.5,102,M01
2377.2,251.6,7,M01
2398.2,266.9,4,M01
2268.0,252.5,65,M01
2247.7,252.5,75,M01
2242.0,276.9,20,M01
2341.9,254.0,47,M01
2327.6,264.0,102,M01
2202.6,258.3,30,M01
2412.8,261.6,97,M01
2413.7,267.3,94,M03
2186.6,270.2,10,M01
2161.8,273.1,33,M01
2168.0,257.3,15,M03
2089.5,270.7,19,M01
2069.5,259.7,78,M03
2014.6,272.6,154,M01
2006.5,261.1,268,M02
2034.4,277.8,89,M01
2115.5,289.1,7,M01
2069.5,293.8,40,M01
2174.7,299.5,72,M01
1960.7,301.4,12,M01
1953.5,311.0,15,M03
2029.9,301.9,39,M01
2197.4,303.4,41,M01
2146.3,304.3,54,M01
2246.3,309.6,2,M01
2262.7,310.0,5,M01
2113.1,313.6,25,M01
2232.4,317.4,30,M01
2225.7,334.6,61,M03
2193.1,318.4,39,M01
2208.3,334.1,97,M01
2033.9,318.4,85,M01
2046.3,331.7,74,M01
1944.0,318.4,70,M01
1971.4,320.8,234,M01
1993.4,328.4,57,M01
1895.8,325.1,108,M01
1878.6,321.7,110,M03
2264.2,325.5,28,M01
2017.5,336.0,11,M01
2027.0,312.7,173,M03
1933.2,343.9,253,M01
2106.9,348.2,46,M01
2026.5,351.1,48,M01
2009.8,353.0,11,M01
2257.5,352.0,50,M01
1866.4,356.3,29,M01
1864.5,371.6,13,M01
1870.3,368.2,9,M02
2115.5,375.2,31,M01
2094.1,382.3,39,M01
2208.8,378.0,3,M01
2197.8,392.8,48,M01
2193.1,400.5,62,M03
2164.7,378.0,111,M01
2033.9,378.5,16,M01
2252.7,384.2,1,M01
2272.7,385.7,37,M01
2250.8,388.5,3,M03
1771.3,385.7,74,M01
1772.2,405.2,17,M01
2231.5,386.1,90,M01
2234.3,402.4,71,M01
1870.3,386.6,26,M01
1821.4,390.4,9,M01
1829.5,380.4,10,M03
1787.2,390.9,48,M01
2153.0,392.8,90,M01
2039.7,406.4,62,M01
2059.7,408.3,29,M01
2169.9,410.2,51,M01
2178.0,422.6,23,M01
2163.2,427.9,18,M01
1868.8,410.7,88,M01
1845.5,417.4,77,M01
1860.7,432.7,34,M01
2269.9,416.0,23,M01
2270.8,414.1,25,M03
1800.1,418.4,4,M01
1792.5,434.6,8,M01
2214.0,422.2,40,M01
2126.7,422.2,162,M01
2149.2,411.7,115,M02
1743.3,426.5,14,M01
1731.4,407.9,63,M03
1745.7,416.4,23,M05
1773.6,429.8,7,M01
1771.7,426.0,7,M03
2096.0,434.6,6,M01
2100.3,416.4,48,M03
2265.1,442.5,44,M01
2221.9,444.4,24,M01
2248.2,444.8,23,M01
2225.7,437.7,19,M03
1747.1,447.2,95,M01
1726.6,465.8,27,M01
1719.5,444.8,108,M03
2082.4,448.2,18,M01
2071.4,463.9,7,M01
1807.3,448.2,51,M01
1792.0,452.5,57,M01
2038.7,449.1,25,M01
2032.0,438.6,26,M03
2178.0,459.1,51,M01
2160.4,442.9,25,M03
2143.4,460.6,71,M01
2126.3,463.0,100,M03
1761.7,462.0,45,M01
1812.8,465.3,19,M01
1842.8,467.3,4,M01
1834.2,451.5,20,M03
2234.3,470.8,26,M01
2219.1,495.2,65,M01
2122.2,473.7,21,M01
2100.3,491.8,11,M01
1858.8,473.7,32,M01
1795.4,473.7,28,M01
2040.1,481.8,48,M01
2043.5,497.5,24,M01
2046.3,484.7,48,M03
1775.1,484.2,58,M01
2077.6,491.8,11,M01
2119.8,503.5,21,M01
2096.9,506.9,26,M01
2151.1,507.3,3,M01
2146.8,530.2,2,M01
1901.5,507.8,39,M01
1875.8,508.3,30,M01
1892.0,512.6,34,M03
1801.6,507.8,50,M01
1806.8,503.5,37,M03
2017.0,509.3,43,M01
1850.2,510.7,12,M01
1767.9,511.6,88,M01
1772.2,519.3,93,M03
1942.6,518.8,47,M01
1963.1,521.6,47,M01
1943.5,512.6,34,M02
1962.6,515.4,35,M03
2075.2,521.2,39,M01
1828.0,521.6,20,M01
1979.5,526.9,20,M01
1997.7,529.3,19,M01
1914.2,531.4,20,M01
1929.9,547.2,10,M05
2272.7,534.8,27,M01
1842.8,534.8,41,M01
1829.5,553.9,52,M01
2245.8,535.7,5,M01
2011.3,536.7,7,M01
2012.7,537.2,8,M03
1884.8,539.6,35,M01
1894.8,543.8,26,M03
2074.2,543.8,37,M01
1786.3,547.7,32,M01
1784.4,556.7,13,M03
2157.0,549.1,4,M01
1965.5,549.1,20,M01
1861.2,550.0,32,M01
2106.5,552.4,8,M01
2121.2,554.8,3,M01
2044.9,552.4,89,M01
2059.2,552.9,41,M01
2043.0,540.5,114,M03
1817.5,566.0,24,M01
1834.7,568.9,73,M01
1839.5,581.8,103,M03
1829.9,575.1,58,M05
1853.1,568.4,21,M01
1848.8,588.0,60,M01
1796.8,569.9,41,M01
1996.7,570.8,43,M01
1997.7,588.9,80,M01
2229.6,574.1,10,M01
2249.1,588.0,23,M03
2236.7,592.3,34,M05
1956.4,576.1,59,M01
1959.3,591.3,120,M01
1944.9,565.1,17,M03
2204.0,576.5,15,M01
2206.4,577.0,16,M03
2182.3,577.0,26,M01
2265.1,583.2,12,M01
2059.2,587.0,87,M01
1772.7,592.3,25,M01
1944.9,595.4,18,M01
2186.1,598.2,7,M01
2157.0,603.0,25,M01
1920.8,599.7,26,M01
1928.0,613.0,102,M01
2254.1,600.1,14,M01
1855.5,603.0,18,M01
1858.8,618.3,25,M01
1795.4,603.0,54,M01
1800.1,615.4,81,M03
2068.1,604.9,115,M01
2080.9,620.7,57,M01
2083.3,608.7,46,M03
1899.6,605.9,62,M01
1881.0,616.4,85,M01
1883.4,594.9,34,M03
2131.5,606.3,35,M01
2002.7,611.1,114,M01
2230.0,612.5,9,M01
2216.9,619.7,27,M01
2033.0,623.0,181,M01
2051.6,598.7,40,M03
1937.8,626.6,3,M01
1967.4,629.0,21,M01
1956.9,642.4,52,M01
1809.2,629.5,132,M01
1793.0,635.2,56,M01
2168.5,630.0,38,M01
2159.4,653.8,103,M01
2097.9,631.9,25,M01
2109.8,634.7,38,M03
1865.0,632.4,55,M01
1850.2,645.7,34,M01
2059.7,634.7,11,M01
2239.1,636.2,42,M01
2219.1,626.6,27,M03
2236.7,653.3,106,M03
1828.5,638.6,64,M01
1890.5,639.5,43,M01
1911.3,645.2,57,M01
1932.3,650.5,80,M01
2014.6,647.1,69,M01
2029.9,651.0,3,M01
2015.1,629.0,65,M03
2140.1,653.8,100,M01
1977.6,658.4,25,M01
1993.8,683.6,34,M01
2269.4,663.1,42,M01
2082.4,663.6,37,M01
2079.0,680.3,92,M01
2092.4,685.5,97,M01
2038.7,664.1,84,M01
2061.6,686.5,133,M03
2249.1,665.5,84,M01
2240.1,684.1,108,M01
2001.2,666.0,114,M01
2020.3,682.7,102,M01
2098.3,669.8,45,M01
2114.1,677.4,80,M01
2303.5,671.2,136,M01
2290.2,681.7,122,M01
2294.0,675.1,107,M03
2349.8,672.7,121,M01
2354.1,679.8,178,M02
2347.4,674.6,137,M03
2325.2,676.5,215,M01
2342.9,679.8,253,M05
1902.9,678.9,50,M01
1756.5,679.8,72,M01
2161.3,683.2,98,M01
1834.7,683.2,33,M01
2187.8,686.0,136,M01
2199.7,677.0,123,M03
2304.0,687.7,141,M01
1951.1,689.6,6,M01
1944.9,705.4,50,M01
1810.1,689.6,51,M01
1873.1,690.6,171,M01
1871.7,710.6,14,M01
2126.3,691.5,19,M01
2139.6,696.8,43,M01
2062.8,693.0,76,M01
2068.1,714.4,168,M01
2088.1,715.8,123,M01
2213.1,695.8,59,M01
2208.3,716.3,112,M01
2207.4,712.5,98,M03
1906.5,700.1,14,M01
1926.6,700.6,42,M01
1934.2,716.3,104,M01
1776.0,700.6,67,M01
1765.5,693.0,56,M03
2032.5,703.0,160,M01
2112.7,703.4,54,M01
2107.4,694.9,26,M03
2352.2,704.9,181,M01
2370.3,707.3,140,M01
2402.0,707.3,111,M01
1971.4,707.7,36,M01
2256.0,708.7,171,M01
2009.4,715.4,159,M01
2238.1,716.8,190,M01
1988.6,721.4,55,M01
1971.4,733.3,71,M01
1892.0,721.4,147,M01
1894.8,743.8,258,M01
1768.9,723.3,75,M01
1801.6,727.1,16,M01
2377.2,728.5,52,M01
2229.6,729.9,73,M01
2234.3,728.5,55,M02
2233.9,734.2,89,M03
2316.6,731.4,6,M01
2320.0,727.1,5,M02
2315.2,731.4,7,M03
1914.2,731.4,64,M01
2274.6,732.8,109,M01
2113.1,733.8,48,M01
2095.5,735.2,92,M01
2205.0,737.6,86,M01
2132.5,745.2,149,M01
2171.8,747.6,113,M01
1949.7,751.6,12,M01
2217.9,752.6,57,M01
1993.8,755.9,75,M01
1972.4,769.8,43,M01
1861.7,759.3,17,M01
1901.5,759.8,321,M01
1892.5,764.0,276,M03
2162.8,777.9,244,M01
2178.5,756.9,31,M03
1921.3,782.4,176,M01
1926.6,811.0,171,M01
1924.7,789.6,189,M03
1871.7,787.7,45,M01
1452.0,299.5,61,M02
1516.9,332.2,574,M02
1514.1,110.1,507,M02
1527.4,153.3,115,M02
1521.7,145.7,399,M05
2019.4,82.2,23,M02
2029.4,83.6,20,M03
1802.5,87.0,367,M02
1658.4,109.6,398,M02
2035.8,112.0,464,M02
1990.0,114.4,232,M02
1637.2,139.9,16,M02
1798.7,178.8,211,M02
1857.9,214.8,144,M02
1693.5,630.9,76,M02
2412.3,784.8,21,M02
2411.8,781.5,22,M03
1472.3,868.3,16,M02
1482.8,849.2,18,M06
2000.8,163.6,458,M02
1655.3,647.6,92,M02
2082.4,744.2,180,M02
2069.0,730.4,135,M03
2410.9,749.0,87,M02
2427.1,731.8,90,M03
1534.4,809.6,13,M02
1908.4,324.1,49,M02
2129.1,840.4,23,M02
2142.5,834.7,4,M03
1466.3,249.0,52,M03
1522.2,165.0,719,M03
1587.6,189.1,377,M03
1840.4,82.2,401,M03
1818.5,251.6,512,M03
1703.5,609.2,118,M03
2421.4,671.2,177,M03
1629.5,842.8,13,M03
1557.2,71.2,684,M03
1601.6,121.6,296,M03
1692.5,319.8,251,M03
1678.9,439.6,75,M03
1866.9,672.7,151,M03
1644.3,700.1,67,M03
1572.3,727.6,6,M03
1615.0,745.7,85,M03
1671.8,792.4,33,M03
1794.9,794.8,81,M03
1924.7,861.1,223,M03
2074.2,875.7,20,M03
2106.0,879.5,4,M03
1637.2,889.1,55,M03
1582.3,889.1,6,M03
2211.2,39.0,56,M03
2279.9,39.5,18,M03
2146.8,96.3,43,M03
2205.0,126.1,52,M03
2173.7,127.1,79,M03
2415.7,139.5,74,M03
2291.6,158.3,25,M03
2117.9,260.7,43,M03
2143.9,319.8,58,M03
2062.8,348.7,25,M03
2246.7,517.8,5,M03
2276.1,527.8,65,M03
2113.6,580.8,12,M03
1835.2,613.5,113,M03
1973.3,646.7,51,M03
2267.5,652.4,116,M03
1932.3,662.2,14,M03
2150.6,679.8,108,M03
1904.8,705.4,222,M03
1958.8,726.1,21,M03
2005.1,727.1,56,M03
1819.0,732.8,41,M03
2038.2,742.8,214,M03
1834.2,51.4,545,M05
1967.4,835.6,257,M05
2179.9,320.8,22,M05
2064.7,14.9,254,M06
1660.3,484.7,93,M06
2406.6,932.2,10,M06
3009.9,234.6,129,M09
3022.8,228.0,278,M01
3008.5,243.2,101,M03
3020.9,238.5,246,M05
2878.3,863.5,292,M09
2891.6,846.8,43,M01
2883.5,863.1,287,M01
2884.0,858.3,216,M02
2884.0,861.6,261,M03
3193.2,23.5,41,M04
3187.9,13.5,55,M03
2698.4,37.6,197,M04
2697.4,58.1,113,M01
2551.2,55.2,101,M04
2550.2,31.4,140,M01
2561.2,47.1,140,M01
3185.3,97.2,246,M04
3163.8,114.4,106,M01
2961.7,191.0,153,M04
2954.1,193.9,99,M01
2805.5,451.0,141,M04
3209.9,451.5,659,M04
3159.1,492.8,79,M04
3157.1,484.7,21,M01
3179.6,486.1,424,M01
3321.0,538.1,32,M04
3322.0,539.6,33,M02
3135.4,667.9,458,M04
2748.2,691.0,31,M04
2722.0,715.8,246,M01
2785.9,743.8,169,M04
2802.1,730.4,49,M01
2804.0,819.9,94,M04
3022.8,742.3,254,M01
2584.3,755.9,120,M01
2577.2,769.3,130,M01
2586.7,772.6,126,M02
2568.1,766.0,58,M03
2585.7,771.2,124,M05
2660.9,768.8,10,M01
2921.9,834.2,252,M01
2927.6,9.2,240,M01
2982.0,184.1,154,M01
2981.1,180.3,145,M03
2972.0,208.2,33,M01
2991.1,258.3,205,M01
3008.5,372.5,96,M01
3026.2,361.6,281,M01
3054.5,422.6,358,M01
3076.7,429.3,230,M01
3080.6,412.6,245,M01
2747.7,449.1,115,M01
2728.7,462.0,263,M01
2764.7,472.3,74,M01
3059.8,540.5,90,M01
3086.8,541.9,181,M01
3088.2,539.1,199,M02
3113.7,543.4,214,M01
3095.6,561.5,103,M06
2859.9,552.9,45,M01
2827.2,557.2,173,M01
2842.9,534.8,1,M02
2830.5,557.2,159,M03
3100.4,580.3,145,M01
3121.3,570.8,310,M03
3073.9,582.7,211,M01
3065.3,592.3,126,M02
3080.6,582.2,262,M03
2817.6,597.8,237,M01
2842.9,609.2,7,M01
2826.7,622.1,296,M01
2866.1,608.7,29,M01
3428.2,696.3,1489,M01
2664.3,701.1,86,M01
2686.2,698.2,13,M03
2574.3,706.3,33,M01
2637.3,707.7,40,M01
3010.4,709.6,25,M01
3029.0,692.5,23,M01
2549.7,712.5,37,M01
3426.2,719.0,868,M01
3421.5,733.3,1125,M02
2703.6,729.9,176,M01
2729.1,739.0,317,M01
2745.8,728.5,100,M06
2619.9,742.3,109,M01
2993.5,751.2,43,M01
2973.0,767.4,197,M01
2980.6,776.4,292,M02
3428.6,756.9,786,M01
2771.4,758.8,115,M01
2794.0,778.4,211,M01
3409.6,808.7,351,M01
2834.8,816.5,51,M01
2882.1,817.5,31,M01
2905.0,831.8,192,M03
2855.6,817.5,124,M01
3429.1,926.5,121,M01
3406.7,4.0,39,M01
3417.2,23.0,36,M01
3435.3,30.2,78,M03
2749.2,4.4,125,M01
2729.6,13.5,210,M01
3325.3,7.3,22,M01
3350.9,11.1,65,M01
2769.5,11.6,85,M01
2757.1,15.9,134,M02
2676.2,12.1,110,M01
2607.9,16.4,61,M01
3299.8,20.2,57,M01
3300.3,10.6,32,M03
3245.4,25.4,23,M01
3225.4,26.8,21,M01
2700.3,27.3,162,M01
3384.5,31.4,68,M01
3376.9,36.2,29,M03
2516.1,33.8,179,M01
2508.5,53.8,12,M02
2508.0,33.3,182,M03
2621.8,35.7,175,M01
2606.5,52.8,219,M01
2901.6,41.9,130,M01
3336.8,44.7,72,M01
3339.2,54.8,49,M03
3199.8,46.7,41,M01
3194.1,51.9,42,M03
3210.8,60.5,5,M05
3413.9,53.8,33,M01
